Water quality control area,Source,Monitoring station,Date,Sample number,Depth,Five-day biochemical oxygen demand (mg/L),Chlorophyll-a (µg/L),Dissolved oxygen saturation percentage (percentage),Dissolved oxygen (mg/L),Escherichia coli (colony count/100 ml),Fecal coliforms (colony count/100 ml),Nitrate nitrogen (mg/L),Nitrite nitrogen (mg/L),pH value,Magnesium-depleted pigment (µg/L),Salinity (psu),Transparency (meters),Silicon (silicon dioxide) (mg/L),Suspended solids (mg/L),Temperature (Celsius),Inorganic nitrogen (mg/L),Kjeldahl nitrogen (mg/L),Total nitrogen (mg/L),Total phosphorus (mg/L),Turbidity (NTU),Non-ionized ammonia nitrogen (mg/L),Total volatile solids (mg/L),Ammonia nitrogen (mg/L),Orthophosphate (mg/L)
South District,Bay,SM5,2021-01-25,1,bottom layer,0.4,1.8,54,3.7,<1,<1,0.12,0.044,8,1.1,31.9,1.5,1.2,9,24.5,0.21,0.24,0.4,0.03,2.7,0.002,1.6,0.03,0.012
South District,Bay,SM5,2021-01-26,1,surface layer,0.4,1.3,75,5,1,1,0.087,0.036,7.8,<0.2,28.7,3,1.2,2.3,27.6,0.15,0.72,0.84,0.08,4,0.001,0.7,0.027,0.015
South District,Bay,SM5,2021-01-27,1,middle layer,0.5,0.5,64,4.3,1,2,0.077,0.044,7.9,<0.2,29.4,3,1.2,1.9,27.7,0.16,0.3,0.42,0.03,3,0.001,0.7,0.038,0.01
South District,Bay,SM5,2021-01-28,1,bottom layer,0.6,1,62,4.1,<1,1,0.29,0.1,8,0.6,31.3,3,2.5,1.4,27.5,0.44,0.09,0.48,0.09,3.1,0.002,<0.5,0.037,0.014
South District,Bay,SM5,2021-01-29,1,surface layer,0.3,1.4,90,6,2,5,0.078,0.039,8,<0.2,32.1,2.5,1.2,20,26.8,0.13,0.16,0.28,0.02,6.5,<0.001,4.8,0.041,0.014
South District,Bay,SM5,2021-01-30,1,middle layer,0.5,1.1,70,4.7,<1,4,0.082,0.037,8,<0.2,32.1,2.5,1.2,7.4,26.8,0.13,0.32,0.44,0.03,6.3,<0.001,1.5,0.042,0.02
South District,Bay,SM5,2021-01-31,1,bottom layer,<0.1,1.2,76,5.1,<1,2,0.082,0.038,8,<0.2,32.1,2.5,1.2,19,26.7,0.13,0.41,0.53,0.03,7.2,<0.001,3.4,0.17,0.028
South District,Bay,SM5,2021-02-01,1,surface layer,0.4,0.8,85,5.9,<1,1,0.094,0.07,7.9,1.5,31.5,3,1,7.4,25.3,0.17,0.37,0.53,0.03,6.3,<0.001,1.2,0.17,0.032
South District,Bay,SM5,2021-02-02,1,middle layer,0.4,0.7,73,5,1,2,0.091,0.072,7.9,1.9,31.5,3,1.1,7.4,25.4,0.17,0.33,0.49,0.03,6.3,<0.001,1.1,0.17,0.026
South District,Bay,SM5,2021-02-03,1,bottom layer,0.4,0.8,88,6.1,<1,4,0.091,0.071,7.9,0.8,31.6,3,1.1,8.8,25.4,0.18,0.44,0.6,0.03,6.8,<0.001,1.2,0.038,0.013
South District,Bay,SM5,2021-02-04,1,surface layer,0.3,4.1,91,6.8,<1,<1,0.1,0.011,8.1,1,30.7,2.5,0.81,22,21.2,0.14,0.33,0.44,0.03,4.9,0.001,6,0.039,0.018
South District,Bay,SM5,2021-02-05,1,middle layer,0.4,3.4,85,6.3,<1,<1,0.1,0.01,8.1,2,30.7,2.5,0.8,18,21.2,0.13,0.26,0.37,0.02,4.8,0.001,3.6,0.042,0.019
South District,Bay,SM5,2021-02-06,1,bottom layer,0.2,3.4,101,7.5,<1,<1,0.1,0.01,8.1,1.3,30.7,2.5,0.8,18,21.2,0.13,0.25,0.36,0.02,5,<0.001,3.5,0.13,0.019
South District,Bay,SM6,2021-02-07,1,surface layer,1.1,5.9,87,6.8,<1,<1,0.1,0.016,7.7,0.4,31.5,4,0.54,13,18.7,0.15,0.22,0.34,<0.02,2.5,<0.001,3.1,0.13,0.015
South District,Bay,SM6,2021-02-08,1,middle layer,1.2,12,103,7.9,1,1,0.12,0.015,7.7,0.8,31.6,4,0.58,9.4,18.7,0.17,0.26,0.4,0.02,2.6,<0.001,2.2,0.13,0.018
South District,Bay,SM6,2021-02-09,1,bottom layer,0.6,3,96,7.4,1,1,0.082,0.013,7.7,0.7,31.9,4,0.64,11,18.8,0.13,0.63,0.73,0.03,2.8,<0.001,1.5,0.086,0.011
South District,Bay,SM6,2021-02-10,1,surface layer,0.6,2,102,8.3,<1,1,0.1,0.011,7.7,0.3,31.1,4,0.82,0.9,16.3,0.14,0.48,0.59,0.03,2.8,<0.001,0.7,0.075,0.003
South District,Bay,SM6,2021-02-11,1,middle layer,0.2,2.2,108,8.8,<1,<1,0.099,0.011,7.7,<0.2,31.1,4,0.84,1,16.2,0.14,0.57,0.68,0.03,2.6,<0.001,0.6,0.053,0.008
South District,Bay,SM6,2021-02-12,1,bottom layer,<0.1,2.2,98,8,<1,<1,0.097,0.011,7.7,<0.2,31.4,4,0.95,0.8,16,0.14,0.36,0.47,0.04,3,<0.001,0.6,0.048,0.014
South District,Bay,SM6,2021-02-13,1,surface layer,7,30,146,11.5,<1,1,<0.002,<0.002,8.5,14,31.1,3,0.55,6.6,18,0.03,0.91,0.91,0.05,1.2,0.002,5.4,0.048,0.011
South District,Bay,SM6,2021-02-14,1,middle layer,0.8,7.5,129,10.2,<1,<1,0.015,0.003,8.3,1.2,31.5,3,0.68,4.6,17.5,0.04,1.6,1.62,<0.02,0.8,0.001,2,0.047,0.011
South District,Bay,SM6,2021-02-15,1,bottom layer,0.4,3.3,120,9.6,1,1,0.03,<0.002,8.3,<0.2,31.6,3,0.79,2,17.1,0.06,0.46,0.49,0.02,0.9,0.001,0.9,0.2,0.034
South District,Bay,SM6,2021-02-16,1,surface layer,0.7,1.9,68,5,1,2,0.33,0.036,8,0.7,27.9,3,2,1,22.4,0.5,0.49,0.86,0.08,1.3,0.004,0.6,0.15,0.029
South District,Bay,SM6,2021-02-17,1,middle layer,0.6,1.1,78,5.7,1,2,0.041,0.006,8,<0.2,32.3,3,0.69,1.5,20.9,0.1,0.2,0.25,<0.02,1.3,0.002,0.5,0.079,0.015
South District,Bay,SM6,2021-02-18,1,bottom layer,0.5,0.6,75,5.5,1,1,0.011,0.005,8,0.2,33.3,3,0.56,1.8,21.2,0.06,0.21,0.23,<0.02,1.8,0.001,0.6,0.066,0.021
South District,Bay,SM6,2021-02-19,1,surface layer,0.7,4.1,89,6.1,1,2,0.014,0.003,7.7,0.9,32.3,2.4,0.16,2,25.1,0.04,0.65,0.67,0.05,2,<0.001,0.8,0.059,0.014
South District,Bay,SM6,2021-02-20,1,middle layer,0.9,4.1,93,6.4,<1,<1,0.012,0.002,7.7,1,32.3,2.4,0.13,3,24.9,0.05,0.59,0.6,<0.02,1.5,<0.001,1,0.062,0.009
South District,Bay,SM6,2021-02-21,1,bottom layer,0.9,2.3,84,5.8,<1,<1,0.007,<0.002,7.6,0.8,32.5,2.4,0.25,4.5,24.7,0.05,0.41,0.42,<0.02,2.7,<0.001,0.8,0.15,0.04
South District,Bay,SM6,2021-02-22,1,surface layer,2.2,17,115,7.8,1,2,0.39,0.031,8.3,5.5,23.2,3,1.4,4.2,28.7,0.48,0.25,0.67,0.09,1.6,0.007,1.5,0.072,0.007
South District,Bay,SM6,2021-02-23,1,middle layer,1.1,4,99,6.8,<1,1,0.26,0.021,8,2,23.8,3,1.6,2.8,28.2,0.38,0.25,0.53,0.13,1.7,0.005,1.2,0.057,0.006
South District,Bay,SM6,2021-02-24,1,bottom layer,0.9,4.8,99,6.8,1,1,0.19,0.017,8,3.2,26.4,3,1.3,4.4,27.5,0.28,0.23,0.44,0.08,2.8,0.004,1.9,0.047,0.008
South District,Bay,SM6,2021-02-25,1,surface layer,3,48,139,9.5,<1,1,0.29,0.016,7.9,6.4,23,2.5,0.55,6.8,28.6,0.37,0.11,0.42,0.04,12.4,0.003,3.4,0.064,0.014
South District,Bay,SM6,2021-02-26,1,middle layer,0.4,6.2,108,7.5,<1,7,0.27,0.018,7.5,3.5,27.8,2.5,1.7,2.2,26.2,0.34,0.17,0.46,0.06,1.1,<0.001,1,0.077,0.008
South District,Bay,SM6,2021-02-27,1,bottom layer,<0.1,0.7,68,4.7,<1,1,0.14,0.013,7.4,0.4,31.4,2.5,2,2.2,24.7,0.16,0.12,0.27,0.03,1.5,<0.001,0.8,0.18,0.012
South District,Bay,SM6,2021-02-28,1,surface layer,2.7,11,159,10.9,<1,<1,0.16,0.04,8.4,8.2,27.5,2.8,<0.05,16,26.9,0.22,0.22,0.42,0.04,2.6,0.003,2.8,0.14,0.008
South District,Bay,SM6,2021-03-01,1,middle layer,1,2.8,91,6.3,1,1,0.13,0.045,8,2.5,30.4,2.8,1.3,13,25.8,0.23,0.46,0.64,0.04,3.1,0.002,2,0.13,0.006
South District,Bay,SM6,2021-03-02,1,bottom layer,0.5,2.1,30,2.1,1,2,0.11,0.049,7.8,1.8,33.5,2.8,2.3,20,23.4,0.21,0.53,0.69,0.04,4.4,0.001,4,0.1,0.01
South District,Bay,SM6,2021-03-03,1,surface layer,0.6,1.2,73,4.9,<1,10,0.052,0.023,7.9,1.1,29.4,3.5,1.4,4.9,27.5,0.12,0.41,0.49,0.04,5,0.002,1,0.11,0.006
South District,Bay,SM6,2021-03-04,1,middle layer,0.3,0.6,67,4.4,1,3,0.049,0.028,8,<0.2,32.2,3.5,1,2.6,27.5,0.11,0.22,0.3,0.03,4.3,0.002,0.7,0.08,0.009
South District,Bay,SM6,2021-03-05,1,bottom layer,0.6,0.5,68,4.5,<1,5,0.25,0.09,8,0.4,32.4,3.5,2.3,1.7,27.4,0.39,0.09,0.43,0.16,6.1,0.002,<0.5,0.039,0.006
South District,Bay,SM6,2021-03-06,1,surface layer,0.3,1.5,87,5.8,<1,1,0.096,0.032,8,<0.2,32,2.5,1.2,12,27,0.14,0.39,0.52,0.04,6.4,<0.001,3.1,0.057,0.005
South District,Bay,SM6,2021-03-07,1,middle layer,0.2,1.4,75,5,1,2,0.092,0.034,8,<0.2,32.1,2.5,1.2,4.6,26.7,0.13,0.32,0.45,0.03,4.8,<0.001,1,0.037,0.003
South District,Bay,SM6,2021-03-08,1,bottom layer,0.1,1.2,91,6.1,<1,2,0.093,0.036,8,<0.2,32.1,2.5,1.2,19,26.7,0.14,0.72,0.85,0.02,6.9,<0.001,3.2,0.028,0.007
South District,Bay,SM6,2021-03-09,1,surface layer,0.4,1.2,85,5.8,<1,<1,0.093,0.069,8,1.1,31.6,3,1,4.8,25.4,0.17,0.64,0.8,0.02,21,<0.001,0.9,0.055,0.01
South District,Bay,SM6,2021-03-10,1,middle layer,0.5,0.7,90,6.2,<1,2,0.091,0.071,8,0.6,31.6,3,1.1,5.8,25.4,0.17,0.49,0.65,0.05,5.8,<0.001,0.9,0.13,0.014
South District,Bay,SM6,2021-03-11,1,bottom layer,0.4,0.8,90,6.2,<1,<1,0.092,0.072,7.9,0.5,31.6,3,1.1,11,25.4,0.17,0.56,0.72,0.03,7.5,<0.001,1.8,0.076,0.015
South District,Bay,SM6,2021-03-12,1,surface layer,0.5,3.3,99,7.3,<1,<1,0.081,0.011,8.1,2.8,30.7,4,0.75,15,21.3,0.11,0.24,0.33,0.04,5.4,<0.001,4.4,0.05,0.018
South District,Bay,SM6,2021-03-13,1,middle layer,0.3,3.1,102,7.5,<1,<1,0.1,0.012,8.1,2.8,30.7,4,0.76,15,21.1,0.14,0.52,0.63,0.03,4,0.001,3.4,0.046,0.016
South District,Bay,SM6,2021-03-14,1,bottom layer,0.6,4.2,102,7.6,<1,<1,0.1,0.011,8.1,1.5,30.8,4,0.76,12,21.1,0.13,0.39,0.5,0.03,5.1,<0.001,2.4,0.019,0.005
South District,Bay,SM7,2021-03-15,1,surface layer,1.2,6,92,7.1,<1,3,0.12,0.017,7.7,0.5,31.3,5,0.51,9.1,18.7,0.2,0.38,0.52,0.03,2.7,<0.001,2.5,0.089,0.02
South District,Bay,SM7,2021-03-16,1,middle layer,1.1,15,104,8,<1,2,0.092,0.013,7.7,1.5,31.3,5,0.73,13,18.8,0.17,0.44,0.55,0.02,2.6,<0.001,2.8,0.14,0.019
South District,Bay,SM7,2021-03-17,1,bottom layer,1.2,9.2,99,7.7,1,1,0.12,0.016,7.7,0.3,31.4,5,0.49,13,18.8,0.2,0.54,0.68,0.03,2.7,<0.001,2.6,0.081,0.017
South District,Bay,SM7,2021-03-18,1,surface layer,1.2,12,115,9.3,<1,<1,0.14,0.014,7.7,1.3,30.9,4,0.7,1.3,16.9,0.19,0.62,0.77,0.06,3,<0.001,1.3,0.055,0.013
South District,Bay,SM7,2021-03-19,1,middle layer,0.3,2.6,122,9.9,2,2,0.11,0.012,7.7,<0.2,30.9,4,0.82,0.9,16.4,0.14,0.51,0.63,0.05,2.9,<0.001,0.6,0.041,0.015
South District,Bay,SM7,2021-03-20,1,bottom layer,<0.1,2.8,102,8.4,<1,2,0.11,0.011,7.7,<0.2,31.1,4,0.91,0.6,16,0.15,0.63,0.75,0.03,2.8,<0.001,0.5,0.065,0.008
South District,Bay,SM7,2021-03-21,1,surface layer,4.3,27,114,9.1,1,6,0.14,0.012,8.4,5.1,29.9,3,0.73,5.8,17.7,0.17,0.56,0.71,0.05,7,0.001,2.5,0.024,0.007
South District,Bay,SM7,2021-03-22,1,middle layer,0.9,9.4,112,9,4,7,0.12,0.01,8.3,1.1,29.9,3,0.63,2.9,17.6,0.17,0.41,0.54,0.05,1.1,0.002,1.2,0.14,0.026
South District,Bay,SM7,2021-03-23,1,bottom layer,0.7,7,104,8.3,3,10,0.088,0.006,8.3,1,30.2,3,0.64,2.4,17.4,0.14,0.42,0.51,0.03,1.1,0.002,1.2,0.31,0.034
South District,Bay,SM7,2021-03-24,1,surface layer,0.8,8.2,73,5.3,<1,2,0.33,0.036,8,2.1,26.7,2.9,1.8,1.9,23,0.47,0.33,0.7,0.08,1.3,0.004,1.2,0.11,0.005
South District,Bay,SM7,2021-03-25,1,middle layer,0.6,2.1,80,5.9,6,13,0.14,0.017,8,0.4,29.8,2.9,1,2.2,22,0.23,0.3,0.46,0.05,1,0.003,0.7,0.17,0.025
South District,Bay,SM7,2021-03-26,1,bottom layer,0.7,1.7,82,6.1,2,3,0.068,0.01,8,0.3,32,2.9,0.73,1.4,21.1,0.15,0.27,0.35,0.03,1.1,0.002,0.6,0.055,0.008
South District,Bay,SM7,2021-03-27,1,surface layer,1.6,8.7,90,6.2,<1,3,0.12,0.017,7.7,1.4,31,2.8,0.14,4.8,25.2,0.2,0.68,0.82,0.04,1.9,0.001,2,0.05,0.016
South District,Bay,SM7,2021-03-28,1,middle layer,1.3,8.8,97,6.7,<1,2,0.11,0.017,7.7,2.3,31.1,2.8,0.17,6.3,25,0.21,0.45,0.58,0.04,3.2,0.002,1.4,0.057,0.014
South District,Bay,SM7,2021-03-29,1,bottom layer,1.1,8.1,96,6.7,2,8,0.1,0.016,7.6,2,31.4,2.8,0.27,8,24.8,0.21,0.44,0.56,0.03,4.1,0.002,1.6,0.083,0.008
South District,Bay,SM7,2021-03-30,1,surface layer,1.8,7.7,95,6.5,<1,2,0.39,0.03,8.2,1.9,24.2,2.6,1.9,3.8,28.5,0.47,0.14,0.56,0.13,7.3,0.004,1.3,0.049,0.012
South District,Bay,SM7,2021-03-31,1,middle layer,1.3,5.3,88,6,2,7,0.36,0.032,8.1,1.8,25.4,2.6,1.7,5.2,27.9,0.46,0.16,0.55,0.14,2.1,0.005,1.4,0.091,0.007
South District,Bay,SM7,2021-04-01,1,bottom layer,1.3,3.7,82,5.6,2,5,0.25,0.068,8,2.5,26.1,2.6,1.6,3.6,27.6,0.39,0.14,0.46,0.1,4.4,0.004,0.5,0.053,0.008
South District,Bay,SM7,2021-04-02,1,surface layer,3.8,52,143,9.7,1,2,0.26,0.018,8,4.9,22.8,2,0.53,7.3,29.1,0.35,0.14,0.42,0.06,3.1,0.004,3.9,0.048,0.015
South District,Bay,SM7,2021-04-03,1,middle layer,0.9,25,163,11.1,6,24,0.43,0.024,7.6,5.2,23.4,2,2.5,3.5,28.3,0.5,0.09,0.54,0.05,1.6,0.001,1.8,0.048,0.007
South District,Bay,SM7,2021-04-04,1,bottom layer,1,12,102,7,2,3,0.33,0.02,7.5,6.4,26.6,2,1.9,2.7,26.5,0.4,0.08,0.43,0.07,1.1,<0.001,1,0.097,0.017
South District,Bay,SM7,2021-04-05,1,surface layer,1.9,21,113,7.8,4,15,0.23,0.068,8.1,7.7,28.7,2.5,0.47,19,26.1,0.34,0.14,0.44,0.05,3.2,0.002,4,0.099,0.01
South District,Bay,SM7,2021-04-06,1,middle layer,1.1,15,87,6,11,30,0.25,0.075,8,3.5,29.1,2.5,1.1,14,25.7,0.39,0.14,0.47,0.12,3.1,0.003,2.4,0.081,0.014
South District,Bay,SM7,2021-04-07,1,bottom layer,0.8,12,71,4.9,10,23,0.24,0.072,7.9,4,29.9,2.5,1.1,15,25.3,0.39,0.17,0.48,0.11,2.9,0.003,2.6,0.054,0.002
South District,Bay,SM7,2021-04-08,1,surface layer,0.5,1.1,71,4.8,2,14,0.35,0.13,7.8,0.5,28.9,2.5,2.8,1.4,27.6,0.53,0.11,0.59,0.24,23.5,0.002,0.6,0.067,0.007
South District,Bay,SM7,2021-04-09,1,middle layer,0.4,1.4,59,4,<1,2,0.075,0.032,7.9,0.5,29.6,2.5,1.4,19,27.8,0.15,0.28,0.39,0.02,3.6,0.002,2.4,0.059,0.011
South District,Bay,SM7,2021-04-10,1,bottom layer,0.6,0.7,66,4.4,1,1,0.17,0.06,8,0.7,31.9,2.5,1.8,2.1,27.6,0.28,0.24,0.47,0.04,7.2,0.002,<0.5,0.058,<0.002
South District,Bay,SM7,2021-04-11,1,surface layer,0.3,1.9,80,5.3,1,1,0.063,0.036,8,<0.2,32.2,2.5,0.98,18,27.6,0.16,0.25,0.35,0.03,5.4,0.003,4.8,0.057,0.01
South District,Bay,SM7,2021-04-12,1,middle layer,0.3,1.7,75,5,<1,3,0.061,0.037,8,<0.2,32.3,2.5,0.99,19,27.3,0.14,0.26,0.36,0.03,5.7,0.002,3.8,0.062,0.007
South District,Bay,SM7,2021-04-13,1,bottom layer,0.2,1.4,76,5.1,1,8,0.063,0.038,8,0.5,32.3,2.5,1.1,31,26.9,0.13,0.11,0.21,0.02,7.6,0.002,5.4,0.028,0.009
South District,Bay,SM7,2021-04-14,1,surface layer,0.5,0.9,77,5.3,38,84,0.15,0.11,7.9,0.7,31.1,2.5,1.3,7.2,25.7,0.33,0.44,0.7,0.04,6.6,0.002,1,0.059,0.015
South District,Bay,SM7,2021-04-15,1,middle layer,0.5,1.5,71,4.9,42,95,0.15,0.11,7.9,0.9,31.1,2.5,1.3,7.3,25.7,0.32,0.41,0.67,0.05,6.4,0.002,1,0.13,0.014
South District,Bay,SM7,2021-04-16,1,bottom layer,0.4,1.3,84,5.8,54,100,0.15,0.11,7.9,<0.2,31.1,2.5,1.3,11,25.7,0.33,1.1,1.36,0.05,6.3,0.002,1.7,0.026,0.016
South District,Bay,SM7,2021-04-17,1,surface layer,0.8,6.9,99,7.3,<1,<1,0.082,0.009,8.1,2.3,30.9,2.5,0.61,18,21.4,0.11,0.26,0.35,0.1,4.4,<0.001,4.8,0.028,0.008
South District,Bay,SM7,2021-04-18,1,middle layer,1,8.6,107,7.9,1,2,0.084,0.01,8.1,3.6,30.8,2.5,0.52,19,21.2,0.12,0.61,0.7,0.03,4.3,0.001,4.2,0.055,0.019
South District,Bay,SM7,2021-04-19,1,bottom layer,1,9.5,110,8.2,<1,<1,0.09,0.011,8.1,3.6,30.8,2.5,0.46,13,21.2,0.13,0.24,0.34,0.03,5.1,0.001,3,0.035,0.017
South District,Bay,SM9,2021-04-20,1,surface layer,1.5,4.4,85,6.4,1,2,0.22,0.033,7.6,<0.2,31.3,5,1.1,2.1,20.2,0.41,0.72,0.97,0.05,2.7,0.002,0.8,0.039,0.017
South District,Bay,SM9,2021-04-21,1,middle layer,1.5,5.2,82,6.2,3,3,0.21,0.034,7.6,0.2,31.3,5,1.1,3,20,0.4,0.61,0.85,0.05,2.7,0.002,0.7,0.12,0.014
South District,Bay,SM9,2021-04-22,1,bottom layer,1.6,4.9,95,7.2,2,3,0.21,0.033,7.6,0.3,31.3,5,1.1,2.2,20,0.4,0.51,0.75,0.04,2.6,0.002,0.8,0.084,0.018
South District,Bay,SM9,2021-04-23,1,surface layer,0.6,1,85,6.9,16,23,0.22,0.024,7.5,<0.2,30,3,1.2,3.1,16.1,0.4,0.32,0.56,0.05,3.8,0.001,0.7,0.04,0.013
South District,Bay,SM9,2021-04-24,1,middle layer,0.6,0.9,91,7.5,5,5,0.2,0.023,7.5,0.6,30.3,3,1.2,3,16,0.35,0.29,0.51,0.04,3.8,0.001,0.6,0.005,0.023
South District,Bay,SM9,2021-04-25,1,bottom layer,0.6,1.1,92,7.5,5,7,0.21,0.024,7.6,<0.2,30.4,3,1.2,9.8,16.1,0.37,0.25,0.48,0.03,3.7,0.001,2,0.072,0.011
South District,Bay,SM9,2021-04-26,1,surface layer,3.2,16,91,7.4,20,36,0.12,0.009,8.3,5.9,30.1,3.8,0.82,2.6,16.7,0.22,0.99,1.12,0.05,1.7,0.004,1.8,0.03,0.01
South District,Bay,SM9,2021-04-27,1,middle layer,3.1,21,111,9,23,49,0.12,0.008,8.3,4.5,30.2,3.8,0.82,2.6,16.9,0.22,0.84,0.97,0.05,1.7,0.004,1.8,0.029,0.023
South District,Bay,SM9,2021-04-28,1,bottom layer,2.6,19,110,8.8,27,59,0.12,0.008,8.3,4.4,30.4,3.8,0.82,3.2,17,0.22,1.1,1.23,0.04,1.7,0.004,2,0.052,0.005
South District,Bay,SM9,2021-04-29,1,surface layer,1.3,1.1,88,6.8,3,10,0.21,0.02,8,1.1,28.9,2,0.96,2.2,19.3,0.36,0.53,0.76,0.07,1.6,0.004,1,0.042,0.008
South District,Bay,SM9,2021-04-30,1,middle layer,0.8,0.3,100,7.8,4,7,0.16,0.014,8,1.8,29.4,2,0.89,3.6,19,0.28,0.35,0.52,0.03,1.2,0.003,0.7,0.074,0.017
South District,Bay,SM9,2021-05-01,1,bottom layer,0.7,0.3,95,7.4,6,11,0.16,0.014,8,<0.2,30.1,2,0.86,3.8,18.8,0.28,0.3,0.47,0.07,2.3,0.003,0.8,0.039,0.003
South District,Bay,SM9,2021-05-02,1,surface layer,2.1,3,77,5.5,<1,<1,0.3,0.029,8,0.4,27.4,1.8,2,1.7,24.6,0.48,0.32,0.65,0.14,1.9,0.006,<0.5,0.052,0.007
South District,Bay,SM9,2021-05-03,1,middle layer,0.7,1,80,5.8,2,4,0.21,0.022,8,<0.2,28.3,1.8,1.6,2.7,23.6,0.36,0.22,0.45,0.26,1.7,0.005,0.6,0.11,0.016
South District,Bay,SM9,2021-05-04,1,bottom layer,0.7,0.6,76,5.5,<1,<1,0.19,0.021,8,<0.2,29.4,1.8,1.4,4.5,23.2,0.33,0.21,0.42,0.06,2.7,0.004,0.8,0.034,0.005
South District,Bay,SM9,2021-05-05,1,surface layer,1.2,16,79,5.4,16,34,0.34,0.056,8.1,2.4,26.3,4,1,3,27.4,0.45,0.13,0.53,0.06,1.4,0.004,1.4,0.04,0.009
South District,Bay,SM9,2021-05-06,1,middle layer,0.7,11,70,4.8,7,15,0.35,0.062,8.1,1.8,26.4,4,1.3,2.2,27.2,0.46,0.12,0.53,0.08,1.4,0.003,1.1,0.039,0.015
South District,Bay,SM9,2021-05-07,1,bottom layer,1,6.1,73,5,5,13,0.25,0.081,7.9,1.6,26.7,4,1.5,3.6,27.1,0.38,0.13,0.46,0.08,3,0.002,1,0.066,0.014
South District,Bay,SM9,2021-05-08,1,surface layer,2.7,19,86,6,6,13,0.5,0.025,7.5,2.5,22.8,2,2.9,2.8,27.3,0.58,0.13,0.66,0.06,1.4,0.001,1.4,0.063,0.007
South District,Bay,SM9,2021-05-09,1,middle layer,1.7,9.8,90,6.3,18,58,0.54,0.028,7.4,2.2,23.6,2,3.6,2.2,26.7,0.65,0.14,0.71,0.05,1.4,<0.001,1,0.066,0.007
South District,Bay,SM9,2021-05-10,1,bottom layer,1,5,64,4.5,23,63,0.47,0.026,7.3,1.3,25,2,3.6,2.1,26.1,0.58,0.17,0.67,0.06,1.7,<0.001,1.1,0.072,<0.002
South District,Bay,SM9,2021-05-11,1,surface layer,0.3,0.8,91,6.3,2,3,0.29,0.042,7.8,<0.2,29.2,3,2.3,1.4,25.2,0.44,0.21,0.54,0.16,10,0.003,0.6,0.084,0.023
South District,Bay,SM9,2021-05-12,1,middle layer,0.4,1,47,3.3,11,43,0.25,0.036,7.8,0.2,29.6,3,2,2.6,24.8,0.39,0.35,0.64,0.07,3.9,0.003,0.8,0.049,0.002
South District,Bay,SM9,2021-05-13,1,bottom layer,0.5,1.3,43,3,7,35,0.19,0.029,7.8,1.1,31.7,3,2,9.2,23.9,0.32,0.46,0.68,0.05,7.2,0.002,1.3,0.035,0.004
South District,Bay,SM9,2021-05-14,1,surface layer,0.4,0.6,91,6.1,22,68,0.29,0.098,7.8,<0.2,28.8,3,2.6,4,27.3,0.45,0.14,0.53,0.23,4.7,0.002,0.9,0.045,0.006
South District,Bay,SM9,2021-05-15,1,middle layer,<0.1,0.2,59,4,14,70,0.28,0.096,7.8,<0.2,29.2,3,2.6,5.7,27.2,0.43,0.17,0.55,0.21,4.8,0.002,1.2,0.019,0.008
South District,Bay,SM9,2021-05-16,1,bottom layer,<0.1,0.5,59,4,11,51,0.26,0.085,7.8,<0.2,29.9,3,2.5,17,27.2,0.41,0.16,0.51,0.14,13.9,0.002,2.4,0.019,0.007
South District,Bay,SM9,2021-05-17,1,surface layer,0.6,1.4,76,5,6,11,0.025,0.033,7.9,0.3,31,3,1.3,3.7,28.6,0.11,0.41,0.47,0.02,4.5,0.002,1,0.024,0.009
South District,Bay,SM9,2021-05-18,1,middle layer,0.7,1.3,67,4.4,3,3,0.024,0.034,7.9,0.3,31.1,3,1.3,2.6,28.4,0.1,1.3,1.36,0.05,4.3,0.002,0.6,0.024,0.005
South District,Bay,SM9,2021-05-19,1,bottom layer,0.6,1.2,65,4.2,2,2,0.016,0.032,7.9,0.6,31.2,3,1.3,9.7,28.3,0.08,1,1.05,0.02,4.8,0.001,1.3,0.065,0.009
South District,Bay,SM9,2021-05-20,1,surface layer,0.5,1.8,85,5.8,3,8,0.12,0.032,7.9,1.2,31,2,0.73,6.2,26.1,0.27,0.64,0.79,0.04,41.1,0.004,1,0.066,0.012
South District,Bay,SM9,2021-05-21,1,middle layer,0.5,1.9,91,6.1,1,4,0.12,0.03,7.9,1.4,31.1,2,0.73,11,26.3,0.27,0.47,0.62,0.03,30.6,0.004,1.4,0.024,0.007
South District,Bay,SM9,2021-05-22,1,bottom layer,0.5,2.2,90,6.1,<1,1,0.11,0.032,7.9,1,31.1,2,0.69,11,26.3,0.26,0.94,1.08,0.04,16.6,0.004,1.7,0.032,0.015
South District,Bay,SM9,2021-05-23,1,surface layer,0.3,0.8,83,6,6,16,0.13,0.04,8,0.7,31.2,2.1,1.2,7.1,22.9,0.23,0.31,0.48,0.03,6.9,0.002,1.6,0.026,0.01
South District,Bay,SM9,2021-05-24,1,middle layer,0.4,0.8,86,6.2,7,20,0.11,0.038,8,0.4,31.3,2.1,1.2,10,23,0.21,0.36,0.51,0.04,8,0.002,1.3,0.073,0.018
South District,Bay,SM9,2021-05-25,1,bottom layer,0.4,1.3,89,6.4,5,13,0.11,0.038,8,0.6,31.3,2.1,1.2,12,23,0.2,0.24,0.39,0.03,8.9,0.002,1.6,0.046,0.003
